what,kind,bundleId,bundleVersion,description,time
java.specification.version,sysinfo,,,"1.6",1526560126662
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1526560126662
java.version,sysinfo,,,"1.6.0_23",1526560126662
java.vm.info,sysinfo,,,"mixed mode",1526560126662
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1526560126662
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1526560126662
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1526560126662
java.vm.specification.version,sysinfo,,,"1.0",1526560126662
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1526560126662
java.vm.version,sysinfo,,,"19.0-b09",1526560126662
started,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1526560126709
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1526560130178
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1526560132772
opened,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1526560132866
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1526560132897
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1526560133006
started,bundle,org.eclipse.egit.core,1.3.0.201202151440-r,"org.eclipse.egit.core",1526560133022
started,bundle,org.eclipse.egit.ui,1.3.0.201202151440-r,"org.eclipse.egit.ui",1526560133038
started,bundle,com.altera.sbtgui.core,13.0.0.156,"com.altera.sbtgui.core",1526560134757
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1526560134772
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1526560136257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1526560136569
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1526560136585
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1526560140758
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1526560140758
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1526560140758
